root_id,cell_type,group,split,n_nodes,n_boutons,n_targets,n_postsyn_sites,n_in_resolved,n_in_from_db,n_input_cells,n_input_cells_in_db,n_in_unresolved,frac_in_resolved,frac_in_from_db
864691135309722950,L2IT,excitatory,train,5598,463,397,4218,4218,257,3783,105,0,1.0,0.06092935040303461
864691135324437916,L6IT,excitatory,test,4931,827,670,3052,3052,101,2588,54,0,1.0,0.03309305373525557
864691135309022022,astrocyte,glia,test,1420,34,29,203,203,13,195,9,0,1.0,0.06403940886699508
864691135336840425,PV,inhibitory,test,5649,2403,1147,4754,4754,281,3859,160,0,1.0,0.05910811947833403
864691135339982310,PV,inhibitory,train,8482,3782,1490,4947,4947,512,3885,211,0,1.0,0.10349706893066504
864691135341516741,MC,inhibitory,train,8882,3172,2306,3982,3982,52,3424,22,0,1.0,0.013058764439979909
864691135342823877,L6CT,excitatory,train,3429,211,139,2656,2656,97,2414,56,0,1.0,0.0365210843373494
864691135341198789,L3IT,excitatory,train,4645,417,379,4112,4112,15,3722,2,0,1.0,0.0036478599221789884
864691135342541509,L4IT,excitatory,train,3855,668,585,1091,1091,119,938,56,0,1.0,0.10907424381301559
864691135346954143,MC,inhibitory,train,13919,11072,5023,8560,8560,870,6609,372,0,1.0,0.10163551401869159
864691135347627423,ITC,inhibitory,train,2377,266,164,3562,3562,168,3058,83,0,1.0,0.047164514317798986
864691135350420951,L6CT,excitatory,train,2528,181,113,2523,2523,82,2298,56,0,1.0,0.03250099088386841
864691135350542039,L5IT,excitatory,train,7487,1022,910,2034,2034,109,1731,57,0,1.0,0.0535889872173058
864691135346685855,L4IT,excitatory,train,4535,602,511,1361,1361,42,1250,21,0,1.0,0.03085966201322557
864691135359010904,L2IT,excitatory,train,4116,82,68,6453,6453,30,5682,14,0,1.0,0.004649000464900047
864691135359413848,ITC,inhibitory,train,2987,335,237,4306,4306,203,3965,157,0,1.0,0.047143520668834184
864691135358995288,L2IT,excitatory,train,3172,128,110,4366,4366,16,3888,8,0,1.0,0.0036646816307833257
864691135360300632,L6IT,excitatory,test,5698,682,577,1840,1840,92,1568,35,0,1.0,0.05
864691135360482392,L4IT,excitatory,train,4234,466,434,1998,1998,173,1767,86,0,1.0,0.08658658658658659
864691135369668089,PV,inhibitory,train,16244,5952,2676,10666,10666,706,8484,325,0,1.0,0.06619163697731108
864691135375361480,MC,inhibitory,train,3017,738,581,1786,1786,114,1553,59,0,1.0,0.06382978723404255
864691135369002233,L6CT,excitatory,train,4146,356,269,2888,2888,103,2606,61,0,1.0,0.03566481994459834
864691135384716762,MC,inhibitory,train,8626,6381,3758,6895,6895,420,5728,258,0,1.0,0.06091370558375635
864691135384843738,L5IT,excitatory,test,4955,579,515,2823,2823,211,2465,108,0,1.0,0.07474318101310662
864691135386899029,L4IT,excitatory,train,5044,684,620,2576,2576,159,2173,74,0,1.0,0.06172360248447205
864691135384344043,L3IT,excitatory,train,4732,540,504,3671,3671,139,3248,73,0,1.0,0.03786434214110596
864691135385422677,L4IT,excitatory,train,4788,383,311,3285,3285,26,2925,12,0,1.0,0.007914764079147641
864691135396794101,L3IT,excitatory,test,8112,919,819,4460,4460,318,3983,144,0,1.0,0.07130044843049327
864691135397846049,L2IT,excitatory,train,5379,423,373,4495,4495,16,4048,10,0,1.0,0.003559510567296997
864691135397960481,L2IT,excitatory,train,5698,472,383,7096,7096,28,6450,5,0,1.0,0.003945885005636978
864691135398746401,MC,inhibitory,train,8659,5361,3091,10216,10216,699,8556,354,0,1.0,0.06842208300704777
864691135396720885,PV,inhibitory,train,12179,4823,2306,6997,6997,515,5988,257,0,1.0,0.07360297270258682
864691135398762529,ITC,inhibitory,train,3796,962,455,2338,2338,176,1979,88,0,1.0,0.07527801539777587
864691135404860654,L2IT,excitatory,train,3187,276,222,2305,2305,181,1986,70,0,1.0,0.07852494577006508
864691135398817569,L2IT,excitatory,train,4762,196,170,2235,2235,101,2128,63,0,1.0,0.04519015659955257
864691135398774817,microglia,glia,train,379,14,8,17,17,8,11,2,0,1.0,0.47058823529411764
864691135398767137,astrocyte,glia,train,1603,80,63,116,116,18,103,6,0,1.0,0.15517241379310345
864691135405626862,L2IT,excitatory,train,4651,486,405,3109,3109,211,2818,103,0,1.0,0.06786748150530718
864691135405700334,L4IT,excitatory,train,4311,514,425,2784,2784,228,2384,98,0,1.0,0.08189655172413793
864691135408560329,L2IT,excitatory,train,7776,559,463,6145,6145,28,5523,11,0,1.0,0.004556550040683482
864691135405713902,L3IT,excitatory,train,6528,1282,1139,3245,3245,254,2825,120,0,1.0,0.07827426810477658
864691135405337326,L3IT,excitatory,train,5234,864,781,3102,3102,148,2716,69,0,1.0,0.04771115409413282
864691135409760457,L1,inhibitory,test,3516,1443,994,4608,4608,221,4070,120,0,1.0,0.04796006944444445
864691135408788169,L4IT,excitatory,test,2472,228,206,1336,1336,77,1188,33,0,1.0,0.05763473053892216
864691135409859785,L5IT,excitatory,train,6591,1120,994,1943,1943,161,1685,90,0,1.0,0.08286155429747813
864691135409940425,L3IT,excitatory,train,6206,467,421,4874,4874,259,4400,156,0,1.0,0.05313910545752975
864691135429763120,L2IT,excitatory,train,4704,290,239,6606,6606,22,5969,6,0,1.0,0.003330305782621859
864691135417307322,L6CT,excitatory,test,2529,233,161,1918,1918,74,1735,50,0,1.0,0.03858185610010428
864691135428676144,L2IT,excitatory,train,3269,116,105,4745,4745,19,4359,9,0,1.0,0.004004214963119073
864691135417827770,L6CT,excitatory,train,1671,130,99,2048,2048,67,1821,38,0,1.0,0.03271484375
864691135430859056,L3IT,excitatory,test,7953,1538,1304,4054,4054,316,3394,126,0,1.0,0.07794770596941293
864691135430356784,L5IT,excitatory,train,7056,766,682,4056,4056,324,3563,155,0,1.0,0.07988165680473373
864691135430749232,L4IT,excitatory,train,4862,643,579,1249,1249,57,1133,37,0,1.0,0.045636509207365894
864691135430275120,L4IT,excitatory,train,2896,227,203,1901,1901,110,1661,56,0,1.0,0.057864281956864806
864691135430486576,L4IT,excitatory,test,3264,432,386,1985,1985,37,1706,22,0,1.0,0.018639798488664986
864691135447582354,L6CT,excitatory,train,2530,209,165,2702,2702,61,2415,38,0,1.0,0.022575869726128794
864691135447312274,L4IT,excitatory,train,7919,1241,1120,3313,3313,319,2827,136,0,1.0,0.09628735285239964
864691135447540882,L6CT,excitatory,train,4022,247,208,2389,2389,118,2166,62,0,1.0,0.0493930514859774
864691135441799752,L2IT,excitatory,train,14073,2245,1984,5695,5695,329,5128,143,0,1.0,0.057769973661106234
864691135447653010,L5IT,excitatory,train,6920,674,584,3460,3460,196,3075,109,0,1.0,0.056647398843930635
864691135442598728,PV,inhibitory,test,7795,4189,1440,4061,4061,323,3173,158,0,1.0,0.07953705983747845
864691135455875690,L6CT,excitatory,test,1629,47,34,2488,2488,50,2215,34,0,1.0,0.02009646302250804
864691135455123562,L2IT,excitatory,train,3908,161,127,6624,6624,39,5937,12,0,1.0,0.00588768115942029
864691135455701354,L4IT,excitatory,test,3474,562,500,2495,2495,11,2083,5,0,1.0,0.004408817635270541
864691135456207722,L5ET,excitatory,train,6057,511,411,7463,7463,497,6626,258,0,1.0,0.06659520300147394
864691135463695429,L2IT,excitatory,train,4760,291,255,4364,4364,26,4010,14,0,1.0,0.005957836846929423
864691135456165738,L6CT,excitatory,train,1758,39,12,1809,1809,53,1631,25,0,1.0,0.029297954671088998
864691135464162366,L3IT,excitatory,train,4882,562,470,4897,4897,339,4201,146,0,1.0,0.06922605676945068
864691135464263742,L5IT,excitatory,train,6663,1067,974,1966,1966,118,1731,75,0,1.0,0.06002034587995931
864691135463999294,PV,inhibitory,train,8999,1744,586,6118,6118,201,4951,90,0,1.0,0.03285387381497221
864691135465932357,L3IT,excitatory,train,4068,296,249,3126,3126,213,2834,111,0,1.0,0.06813819577735125
864691135466025285,PV,inhibitory,train,6122,1675,946,5886,5886,141,5238,86,0,1.0,0.023955147808358817
864691135465585221,L6IT,excitatory,test,3039,184,155,2792,2792,50,2432,26,0,1.0,0.01790830945558739
864691135466236229,L4IT,excitatory,train,3741,690,577,2736,2736,292,2194,109,0,1.0,0.1067251461988304
864691135465643333,L6CT,excitatory,train,1422,51,36,2305,2305,56,2089,31,0,1.0,0.024295010845986984
864691135466212933,astrocyte,glia,train,2006,69,47,67,67,21,50,4,0,1.0,0.31343283582089554
864691135470860370,ITC,inhibitory,test,4903,2596,1485,5213,5213,383,4425,174,0,1.0,0.07347017072702858
864691135470235986,AltBasket,inhibitory,train,2258,147,122,2340,2340,26,1706,14,0,1.0,0.011111111111111112
864691135473453362,L6CT,excitatory,train,1610,101,78,2681,2681,67,2383,46,0,1.0,0.024990675121223424
864691135470255698,thalamocortical,excitatory,test,11262,5448,4429,127,127,41,90,5,0,1.0,0.3228346456692913
864691135473383730,L4IT,excitatory,test,4452,571,466,2737,2737,16,2409,8,0,1.0,0.005845816587504567
864691135470684498,astrocyte,glia,train,1925,94,78,120,120,16,108,5,0,1.0,0.13333333333333333
864691135477469864,L3IT,excitatory,train,5960,854,764,2869,2869,18,2566,8,0,1.0,0.006273963053328686
864691135477839784,L6IT,excitatory,train,4461,455,419,1866,1866,61,1669,37,0,1.0,0.03269024651661308
864691135476793920,L6CT,excitatory,test,1970,199,152,2442,2442,60,2198,33,0,1.0,0.02457002457002457
864691135476528704,L2IT,excitatory,train,6528,449,382,5235,5235,269,4688,110,0,1.0,0.051384909264565425
864691135477469352,L4IT,excitatory,train,4578,799,728,1843,1843,34,1657,24,0,1.0,0.018448182311448725
864691135477104960,thalamocortical,excitatory,train,15341,7722,5793,147,147,57,93,3,0,1.0,0.3877551020408163
864691135478429352,L4IT,excitatory,train,3473,631,551,1572,1572,123,1365,63,0,1.0,0.07824427480916031
864691135478268840,L4IT,excitatory,train,4739,827,735,1427,1427,42,1203,21,0,1.0,0.02943237561317449
864691135478400936,L4IT,excitatory,train,4135,617,518,2146,2146,228,1758,74,0,1.0,0.10624417520969245
864691135478316200,L4IT,excitatory,train,4419,833,733,1826,1826,206,1497,81,0,1.0,0.11281489594742607
864691135492665959,MC,inhibitory,train,4416,2074,1332,6972,6972,456,6050,195,0,1.0,0.06540447504302926
864691135492600167,PV,inhibitory,train,17475,5572,2608,9499,9499,292,8067,134,0,1.0,0.03074007790293715
864691135492274791,L6CT,excitatory,train,2155,130,103,1468,1468,32,1359,21,0,1.0,0.021798365122615803
864691135496333968,L2IT,excitatory,train,7974,779,690,6355,6355,22,5774,8,0,1.0,0.0034618410700236035
864691135493686111,L2IT,excitatory,train,6236,811,658,6493,6493,637,5435,216,0,1.0,0.0981056522408748
864691135496262032,PV,inhibitory,train,11218,3931,1653,9049,9049,601,7960,286,0,1.0,0.06641617858326887
864691135494051472,oligo,glia,train,365,1,1,2,2,0,2,0,0,1.0,0.0
864691135499707667,L4IT,excitatory,train,5338,775,709,2186,2186,161,1908,93,0,1.0,0.0736505032021958
864691135499624723,PV,inhibitory,train,13655,4829,2285,10100,10100,608,8316,267,0,1.0,0.060198019801980196
864691135499964947,L5IT,excitatory,test,7213,990,883,4614,4614,356,4031,177,0,1.0,0.07715648027741656
864691135499821331,L4IT,excitatory,train,4831,947,825,2035,2035,35,1735,22,0,1.0,0.0171990171990172
864691135502748482,L5IT,excitatory,test,5062,338,313,2694,2694,187,2367,109,0,1.0,0.06941351150705272
864691135502730562,L2IT,excitatory,train,4391,86,71,6856,6856,22,6241,9,0,1.0,0.0032088681446907816
864691135504327861,L3IT,excitatory,train,5292,404,351,4398,4398,244,4019,124,0,1.0,0.05547976352887676
864691135510406921,L3IT,excitatory,train,3718,297,265,3794,3794,307,3274,149,0,1.0,0.080917237743806
864691135504203357,L4IT,excitatory,train,4371,1138,1021,1597,1597,169,1344,76,0,1.0,0.1058234189104571
864691135504315317,L3IT,excitatory,test,3120,224,192,3550,3550,19,3051,7,0,1.0,0.005352112676056338
864691135510191369,L6CT,excitatory,train,3558,481,394,2475,2475,23,2211,12,0,1.0,0.009292929292929294
864691135520105354,L3IT,excitatory,test,5239,659,567,3843,3843,301,3357,116,0,1.0,0.07832422586520947
864691135527555163,L4IT,excitatory,train,3805,495,454,2173,2173,63,1889,34,0,1.0,0.028992176714219973
864691135518844554,L4IT,excitatory,train,3282,300,263,2917,2917,12,2448,7,0,1.0,0.00411381556393555
864691135562001633,NMC,inhibitory,train,13887,9176,3761,9377,9377,659,7590,305,0,1.0,0.0702783406206676
864691135562052065,L3IT,excitatory,train,6430,762,650,4100,4100,296,3520,127,0,1.0,0.0721951219512195
864691135562004193,L4IT,excitatory,train,3390,536,440,2068,2068,189,1733,78,0,1.0,0.0913926499032882
864691135562048225,L6CT,excitatory,test,2402,151,116,2348,2348,58,2070,31,0,1.0,0.024701873935264053
864691135546339880,L4IT,excitatory,train,9525,1349,1243,3859,3859,316,3275,140,0,1.0,0.08188649909302928
864691135547082280,L4IT,excitatory,train,3389,254,233,1952,1952,51,1682,30,0,1.0,0.02612704918032787
864691135566825495,PV,inhibitory,test,10486,2805,1067,5820,5820,174,5276,99,0,1.0,0.029896907216494847
864691135566824983,ITC,inhibitory,train,3305,619,311,4134,4134,236,3508,85,0,1.0,0.057087566521528785
864691135566945559,L2IT,excitatory,train,6764,1505,1233,5527,5527,25,4707,8,0,1.0,0.004523249502442555
864691135566902039,ITC,inhibitory,test,4733,938,485,3722,3722,192,3295,114,0,1.0,0.05158516926383665
864691135566657623,L6CT,excitatory,test,2057,74,46,2884,2884,75,2525,49,0,1.0,0.026005547850208043
864691135566274391,L6CT,excitatory,train,2756,299,225,1960,1960,70,1788,44,0,1.0,0.03571428571428571
864691135566649431,L6CT,excitatory,train,4567,359,275,4479,4479,137,4048,79,0,1.0,0.030587184639428444
864691135571356038,MC,inhibitory,test,8427,5414,2349,9489,9489,975,7780,349,0,1.0,0.10275055327220993
864691135571546917,NMC,inhibitory,train,6933,3266,2295,7501,7501,614,6545,340,0,1.0,0.08185575256632449
864691135570381292,ITC,inhibitory,train,2220,217,130,3110,3110,226,2847,173,0,1.0,0.07266881028938907
864691135571440006,NMC,inhibitory,test,8897,4266,1911,4809,4809,305,4203,132,0,1.0,0.06342274901226866
864691135591725067,L6CT,excitatory,train,1613,66,47,1748,1748,67,1612,41,0,1.0,0.03832951945080092
864691135591664907,L4IT,excitatory,train,4457,507,445,2574,2574,219,2224,107,0,1.0,0.08508158508158509
864691135587758716,L3IT,excitatory,train,6018,661,542,5650,5650,440,4919,174,0,1.0,0.07787610619469026
864691135587666812,L2IT,excitatory,train,3894,262,235,2279,2279,95,2172,59,0,1.0,0.04168494953927161
864691135591533579,L6CT,excitatory,train,2117,170,139,1947,1947,55,1773,32,0,1.0,0.02824858757062147
864691135592276491,L6CT,excitatory,test,2425,182,144,1997,1997,52,1846,31,0,1.0,0.026039058587881823
864691135592837899,PV,inhibitory,train,20526,6289,3658,11658,11658,583,9884,265,0,1.0,0.05000857780065191
864691135592935691,microglia,glia,train,550,17,10,18,18,8,11,1,0,1.0,0.4444444444444444
864691135593082635,astrocyte,glia,test,1629,97,86,149,149,18,140,12,0,1.0,0.12080536912751678
864691135595040043,L5IT,excitatory,train,3700,303,285,3810,3810,28,3314,17,0,1.0,0.007349081364829396
864691135594101291,PV,inhibitory,train,9259,2127,866,5306,5306,79,4308,21,0,1.0,0.014888805126272145
864691135593133067,L4IT,excitatory,train,4319,845,743,2862,2862,279,2369,88,0,1.0,0.09748427672955975
864691135593907263,oligo,glia,train,579,2,2,14,14,1,13,1,0,1.0,0.07142857142857142
864691135594721579,L2IT,excitatory,train,4735,449,389,3572,3572,140,3189,74,0,1.0,0.03919372900335946
864691135611019015,L4IT,excitatory,train,3532,515,451,2131,2131,196,1819,94,0,1.0,0.09197559831065227
864691135615831499,astrocyte,glia,train,1509,77,58,110,110,22,91,4,0,1.0,0.2
864691135611337735,L6IT,excitatory,train,6086,541,456,2533,2533,102,2244,48,0,1.0,0.040268456375838924
864691135611140359,L4IT,excitatory,train,4978,784,712,1917,1917,150,1639,75,0,1.0,0.0782472613458529
864691135616048587,L4IT,excitatory,train,5108,730,635,2180,2180,47,1894,16,0,1.0,0.021559633027522937
864691135595978283,astrocyte,glia,train,1737,97,85,124,124,13,116,6,0,1.0,0.10483870967741936
864691135611692295,astrocyte,glia,test,1281,61,50,64,64,11,54,1,0,1.0,0.171875
864691135611748615,microglia,glia,train,493,18,9,33,33,12,24,3,0,1.0,0.36363636363636365
864691135617409385,L5ET,excitatory,test,4174,222,164,4078,4078,243,3559,106,0,1.0,0.05958803334968121
864691135616363211,L2IT,excitatory,train,6807,406,347,6389,6389,32,5803,15,0,1.0,0.005008608545938331
864691135617440105,L4IT,excitatory,train,4737,717,662,2172,2172,69,1805,41,0,1.0,0.031767955801104975
864691135619865231,DTC,inhibitory,train,4620,802,513,2822,2822,185,2586,124,0,1.0,0.06555634301913536
864691135646017007,L4IT,excitatory,train,3143,435,394,1751,1751,135,1578,79,0,1.0,0.07709880068532267
864691135640672571,L4IT,excitatory,train,5567,1094,971,2711,2711,170,2395,92,0,1.0,0.06270748801180376
864691135640929595,L6CT,excitatory,train,2578,230,172,2567,2567,85,2288,56,0,1.0,0.033112582781456956
864691135641229883,astrocyte,glia,train,1807,99,78,108,108,21,91,5,0,1.0,0.19444444444444445
864691135646806255,L3IT,excitatory,train,4127,372,317,4260,4260,285,3825,147,0,1.0,0.06690140845070422
864691135646778863,L6IT,excitatory,train,2809,212,179,3047,3047,68,2666,41,0,1.0,0.022317033147358056
864691135655894978,L4IT,excitatory,train,3363,317,283,1959,1959,150,1738,81,0,1.0,0.07656967840735068
864691135655473858,L6CT,excitatory,test,1209,29,12,1975,1975,36,1750,19,0,1.0,0.018227848101265823
864691135655472066,L4IT,excitatory,train,4376,608,530,2824,2824,76,2450,33,0,1.0,0.026912181303116147
864691135662802416,L4IT,excitatory,test,4248,695,614,2066,2066,197,1764,97,0,1.0,0.09535333978702808
864691135662774512,L3IT,excitatory,train,4035,474,387,4439,4439,299,3906,131,0,1.0,0.06735751295336788
864691135662408944,L5IT,excitatory,train,8583,1261,1129,2895,2895,144,2541,73,0,1.0,0.049740932642487044
864691135660029314,L5ET,excitatory,train,5265,300,232,10642,10642,195,9126,81,0,1.0,0.018323623379064086
864691135662059248,L4IT,excitatory,train,5036,686,610,2876,2876,184,2499,87,0,1.0,0.06397774687065369
864691135662059760,L4IT,excitatory,test,2882,434,389,1876,1876,25,1546,7,0,1.0,0.013326226012793176
864691135689296608,PV,inhibitory,train,19556,7575,3617,12833,12833,1025,10511,413,0,1.0,0.07987220447284345
864691135688186080,L5ET,excitatory,train,5811,287,198,10098,10098,786,8384,328,0,1.0,0.0778371954842543
864691135688387040,L3IT,excitatory,test,3975,539,457,2858,2858,238,2471,103,0,1.0,0.08327501749475158
864691135686540471,PV,inhibitory,test,18903,6748,3373,7909,7909,411,6589,208,0,1.0,0.051966114553040836
864691135686494647,L2IT,excitatory,train,5044,491,429,3146,3146,22,2858,9,0,1.0,0.006993006993006993
864691135686399415,ITC,inhibitory,train,2815,434,230,2867,2867,86,2568,51,0,1.0,0.02999651203348448
864691135698211994,L3IT,excitatory,test,6220,816,726,4641,4641,347,4086,159,0,1.0,0.07476836888601594
864691135698922005,L3IT,excitatory,train,3518,325,299,2899,2899,21,2547,12,0,1.0,0.0072438771990341495
864691135698820373,L6CT,excitatory,train,2467,213,156,2125,2125,58,1922,44,0,1.0,0.027294117647058823
864691135695057855,L4IT,excitatory,train,2729,176,162,1993,1993,113,1796,64,0,1.0,0.05669844455594581
864691135698016410,L4IT,excitatory,train,4766,822,687,2870,2870,24,2280,10,0,1.0,0.008362369337979094
864691135717163802,L2IT,excitatory,train,4336,414,330,3762,3762,388,3171,129,0,1.0,0.10313662945241893
864691135717271834,L4IT,excitatory,train,3792,558,459,1356,1356,115,1227,63,0,1.0,0.08480825958702065
864691135701746978,L4IT,excitatory,train,4907,678,593,2005,2005,186,1703,82,0,1.0,0.09276807980049875
864691135703016059,MC,inhibitory,train,14475,11600,4731,8227,8227,528,6368,245,0,1.0,0.06417892305822293
864691135702298491,L6IT,excitatory,train,4538,375,323,3293,3293,93,2950,59,0,1.0,0.028241724870938355
864691135720638769,L2IT,excitatory,train,5575,565,483,6255,6255,39,5538,16,0,1.0,0.006235011990407674
864691135725779883,PV,inhibitory,train,14147,6442,3462,13444,13444,84,10721,25,0,1.0,0.006248140434394526
864691135726077611,L4IT,excitatory,train,5160,754,682,3167,3167,27,2646,16,0,1.0,0.008525418377012947
864691135725842603,L4IT,excitatory,train,4484,723,628,2582,2582,285,2139,108,0,1.0,0.11037955073586367
864691135724393131,L5IT,excitatory,train,5237,362,322,5281,5281,38,4665,13,0,1.0,0.0071956068926339704
864691135726140843,L3IT,excitatory,test,7904,1541,1305,3921,3921,264,3391,118,0,1.0,0.06732976281560826
864691135725838763,L6IT,excitatory,train,3977,433,343,2770,2770,70,2436,25,0,1.0,0.02527075812274368
864691135732318393,L2IT,excitatory,train,4210,371,293,5931,5931,393,5247,135,0,1.0,0.06626201315123925
864691135732257721,PV,inhibitory,train,6039,2586,1153,3407,3407,133,2944,91,0,1.0,0.03903727619606692
864691135732557241,L4IT,excitatory,train,4713,803,713,1424,1424,153,1218,80,0,1.0,0.1074438202247191
864691135738047620,L5IT,excitatory,train,6645,967,867,1873,1873,108,1626,58,0,1.0,0.05766150560597971
864691135732578745,L3IT,excitatory,train,7464,1199,1065,4114,4114,264,3500,109,0,1.0,0.06417112299465241
864691135732518585,L2IT,excitatory,train,6671,451,420,2013,2013,125,1914,84,0,1.0,0.06209637357178341
864691135732038329,L4IT,excitatory,train,6759,1310,1188,1903,1903,16,1691,10,0,1.0,0.008407777193904361
864691135732369081,astrocyte,glia,test,1692,87,67,135,135,19,119,4,0,1.0,0.14074074074074075
864691135741458324,L2IT,excitatory,test,5679,873,638,7067,7067,594,5848,145,0,1.0,0.08405263902646101
864691135741641876,PV,inhibitory,test,13938,4924,2528,10769,10769,533,9219,310,0,1.0,0.04949391772680843
864691135741197716,L4IT,excitatory,train,3771,627,514,1652,1652,188,1356,67,0,1.0,0.11380145278450363
864691135739733140,L3IT,excitatory,train,2547,105,90,3025,3025,14,2755,5,0,1.0,0.004628099173553719
864691135740860820,L2IT,excitatory,test,5474,469,426,5868,5868,30,5245,12,0,1.0,0.005112474437627812
864691135741982868,L4IT,excitatory,train,3069,580,522,1517,1517,148,1351,88,0,1.0,0.0975609756097561
864691135742365803,L6IT,excitatory,train,3991,565,485,2067,2067,59,1852,34,0,1.0,0.028543783260764392
864691135742247787,L4IT,excitatory,train,3711,755,603,1378,1378,182,1115,68,0,1.0,0.1320754716981132
864691135742609771,L5IT,excitatory,train,5431,740,673,1601,1601,130,1417,82,0,1.0,0.08119925046845722
864691135743102827,L2IT,excitatory,test,9568,1678,1433,5131,5131,551,4103,161,0,1.0,0.10738647437146755
864691135742895723,ITC,inhibitory,test,4931,1824,1140,4772,4772,353,4121,158,0,1.0,0.0739731768650461
864691135742677867,ITC,inhibitory,train,3349,684,222,2248,2248,133,2062,71,0,1.0,0.059163701067615655
864691135742824555,ITCperi,inhibitory,train,2116,507,324,1172,1172,84,1054,57,0,1.0,0.07167235494880546
864691135742826603,ITCperi,inhibitory,test,3467,1103,685,1495,1495,51,1340,36,0,1.0,0.03411371237458194
864691135756844242,NMC,inhibitory,test,11470,8990,4557,6850,6850,395,5938,219,0,1.0,0.05766423357664233
864691135756148685,L5ET,excitatory,train,5832,359,218,10708,10708,700,9025,304,0,1.0,0.0653716847217034
864691135757002450,L2IT,excitatory,train,3654,222,201,1456,1456,66,1382,37,0,1.0,0.04532967032967033
864691135756630226,MC,inhibitory,train,2816,568,444,1634,1634,65,1473,34,0,1.0,0.0397796817625459
864691135755707597,AltBasket,inhibitory,train,4112,1572,1130,1915,1915,12,1681,4,0,1.0,0.006266318537859008
864691135755605197,thalamocortical,excitatory,train,12472,5218,4206,111,111,40,74,3,0,1.0,0.36036036036036034
864691135763491126,L6IT,excitatory,train,3053,254,218,2816,2816,52,2516,33,0,1.0,0.018465909090909092
864691135763495478,L2IT,excitatory,train,7332,670,571,5952,5952,29,5267,13,0,1.0,0.004872311827956989
864691135773208651,L4IT,excitatory,train,5490,889,790,2445,2445,92,2111,50,0,1.0,0.0376278118609407
864691135773073147,L2IT,excitatory,train,4616,498,408,5032,5032,455,4348,159,0,1.0,0.09042130365659777
864691135772053835,L2IT,excitatory,test,5871,487,386,4046,4046,13,3711,6,0,1.0,0.003213049925852694
864691135773209163,L4IT,excitatory,train,4632,841,773,1598,1598,128,1359,66,0,1.0,0.08010012515644556
864691135773074683,L6IT,excitatory,train,2232,113,95,1964,1964,65,1755,35,0,1.0,0.03309572301425662
864691135772987899,L4IT,excitatory,test,3232,352,301,2172,2172,15,1800,9,0,1.0,0.006906077348066298
864691135772920651,L4IT,excitatory,train,3626,320,274,2269,2269,18,2010,8,0,1.0,0.007933010136624064
864691135774389755,L5ET,excitatory,train,6250,420,267,12269,12269,758,9807,263,0,1.0,0.06178172630206211
864691135774179147,L2IT,excitatory,train,4679,499,399,5295,5295,341,4675,146,0,1.0,0.0644003777148253
864691135774294603,L5ET,excitatory,train,4075,258,179,6672,6672,471,5551,197,0,1.0,0.07059352517985612
864691135774177531,L2IT,excitatory,test,4397,498,428,3710,3710,32,3281,15,0,1.0,0.00862533692722372
864691135774163963,microglia,glia,train,565,20,4,43,43,21,26,5,0,1.0,0.4883720930232558
864691135778618029,ITC,inhibitory,train,6384,1288,547,6152,6152,349,5342,181,0,1.0,0.0567295188556567
864691135778544480,ITC,inhibitory,train,2067,135,100,3723,3723,70,3347,40,0,1.0,0.018802041364491002
864691135778542509,L4IT,excitatory,test,3117,501,423,2477,2477,200,2140,104,0,1.0,0.08074283407347597
864691135778675552,L6CT,excitatory,train,1997,150,98,2456,2456,59,2225,41,0,1.0,0.024022801302931596
864691135779705021,L4IT,excitatory,test,4690,632,560,1620,1620,134,1427,73,0,1.0,0.08271604938271605
864691135782156880,L3IT,excitatory,train,5300,643,541,7298,7298,507,6353,195,0,1.0,0.06947108796930666
864691135782241616,L3IT,excitatory,test,4070,314,262,3686,3686,237,3330,120,0,1.0,0.06429734129137277
864691135779780797,MC,inhibitory,train,17971,15701,6055,9236,9236,690,7319,332,0,1.0,0.0747076656561282
864691135782156368,L5IT,excitatory,train,5133,523,464,5462,5462,30,4677,13,0,1.0,0.005492493592090809
864691135779683261,L2IT,excitatory,train,4977,289,248,2540,2540,108,2398,63,0,1.0,0.04251968503937008
864691135782265424,L2IT,excitatory,train,5650,551,463,5979,5979,19,5215,4,0,1.0,0.003177788927914367
864691135787093956,L6CT,excitatory,train,2195,178,149,1636,1636,51,1527,33,0,1.0,0.03117359413202934
864691135801376610,L6CT,excitatory,test,2336,213,158,2310,2310,65,2086,46,0,1.0,0.02813852813852814
864691135801133666,L2IT,excitatory,train,5542,390,337,6009,6009,19,5481,7,0,1.0,0.003161923780995174
864691135809568029,L4IT,excitatory,train,4537,622,573,2772,2772,18,2435,12,0,1.0,0.006493506493506494
864691135810473245,L4IT,excitatory,train,3673,478,424,2273,2273,208,1993,98,0,1.0,0.09150901891772988
864691135809608652,L5IT,excitatory,train,6066,678,579,4557,4557,30,3968,14,0,1.0,0.0065832784726793945
864691135810308125,L2IT,excitatory,train,5608,496,430,3709,3709,16,3471,9,0,1.0,0.004313831221353465
864691135817419343,L6CT,excitatory,train,2688,242,182,2308,2308,79,2042,52,0,1.0,0.03422876949740035
864691135816693327,L3IT,excitatory,train,4778,438,369,4049,4049,145,3568,69,0,1.0,0.0358113114349222
864691135817195343,L6IT,excitatory,train,4764,403,336,2476,2476,116,2069,53,0,1.0,0.046849757673667204
